0.590	0.464	0.579	0.424	0.493	0.539	0.688	0.408	0.098	0.156	0.527	0.733	0.555	0.203	0.009	0.224	0.648	0.688	0.482	0.493	0.603	0.717	0.499	0.410	0.717	0.733	0.688	0.555
0.886	0.697	0.868	0.636	0.739	0.808	1.031	0.702	0.141	0.193	0.609	1.100	0.833	0.244	0.011	0.308	0.971	1.031	0.722	0.739	0.693	1.075	0.748	0.492	1.075	1.100	1.181	0.833
1.187	0.933	1.165	0.853	0.992	1.083	1.384	0.784	0.233	0.235	0.652	1.476	1.118	0.320	0.014	0.347	1.302	1.384	0.968	0.992	0.797	1.441	1.003	0.569	1.441	1.476	1.384	1.118
1.231	0.968	1.207	0.884	1.028	1.123	1.434	0.928	0.253	0.294	0.721	1.530	1.160	0.440	0.045	0.389	1.350	1.434	1.003	1.028	1.016	1.494	1.040	0.723	1.494	1.530	1.434	1.160
1.497	1.177	1.467	1.076	1.250	1.366	1.744	1.111	0.318	0.405	0.831	1.860	1.410	0.464	0.098	0.457	1.643	1.744	1.221	1.250	1.060	1.816	1.265	0.831	1.816	1.860	1.744	1.410
1.660	1.305	1.628	1.192	1.386	1.515	1.933	1.152	0.231	0.427	0.889	2.063	1.562	0.552	0.178	0.489	1.820	1.933	1.354	1.386	1.100	2.014	1.401	0.864	2.014	2.063	1.933	1.562
1.879	1.477	1.843	1.350	1.569	1.715	2.189	1.679	1.369	1.532	1.588	2.336	1.769	1.369	1.624	1.569	2.062	2.189	1.532	1.569	1.930	2.281	1.588	1.679	2.281	2.336	2.189	1.769
1.510	1.187	1.480	1.085	1.260	1.377	1.759	1.917	1.552	1.578	1.659	1.875	1.421	1.581	1.816	1.778	1.656	1.759	1.231	1.260	2.422	1.831	1.275	2.067	1.831	1.875	1.759	1.421
1.335	1.050	1.309	0.958	1.115	1.217	1.555	1.539	0.972	1.088	1.127	1.659	1.257	0.972	1.405	1.411	1.464	1.555	1.088	1.115	1.698	1.620	1.127	1.848	1.620	1.659	1.555	1.257
1.112	0.874	1.091	0.799	0.929	1.016	1.296	0.993	0.811	0.907	0.940	1.382	1.048	0.811	0.962	0.929	1.221	1.296	0.907	0.929	1.415	1.350	0.940	1.221	1.350	1.382	1.296	1.048

