0.405	0.295	0.408	0.321	0.317	0.332	0.379	0.321	0.297	0.297	0.476	0.379	0.342	0.321	0.151	0.368	0.376	0.383	0.306	0.321	0.353	0.342	0.379	0.309	0.342	0.376	0.302	0.284
0.738	0.537	0.744	0.584	0.577	0.604	0.691	0.396	0.332	0.315	0.500	0.691	0.624	0.361	0.198	0.385	0.684	0.431	0.557	0.584	0.644	0.624	0.691	0.563	0.624	0.684	0.550	0.517
0.773	0.547	0.759	0.595	0.588	0.615	0.704	0.508	0.362	0.347	0.571	0.704	0.636	0.390	0.205	0.399	0.698	0.448	0.568	0.595	0.656	0.636	0.704	0.574	0.636	0.698	0.589	0.526
0.792	0.576	0.799	0.627	0.619	0.649	0.742	0.527	0.390	0.364	0.619	0.742	0.670	0.418	0.291	0.424	0.735	0.489	0.598	0.627	0.691	0.670	0.742	0.605	0.670	0.735	0.605	0.554
0.816	0.594	0.823	0.645	0.637	0.668	0.764	0.581	0.427	0.390	0.654	0.764	0.690	0.435	0.344	0.510	0.756	0.505	0.615	0.645	0.712	0.690	0.764	0.623	0.690	0.756	0.608	0.571
0.836	0.608	0.843	0.661	0.654	0.684	0.783	0.617	0.463	0.414	0.663	0.783	0.707	0.470	0.369	0.534	0.776	0.562	0.631	0.661	0.730	0.707	0.783	0.639	0.707	0.776	0.624	0.585
0.846	0.616	0.854	0.670	0.662	0.693	0.792	0.624	0.477	0.436	0.666	0.792	0.716	0.501	0.431	0.547	0.785	0.654	0.639	0.670	0.739	0.716	0.792	0.647	0.716	0.785	0.631	0.592
0.864	0.628	0.872	0.684	0.676	0.707	0.809	0.684	0.492	0.473	0.690	0.809	0.730	0.501	0.462	0.550	0.802	0.668	0.652	0.684	0.754	0.730	0.809	0.660	0.730	0.802	0.784	0.605
0.878	0.639	0.886	0.695	0.687	0.718	0.860	0.695	0.489	0.459	0.694	0.823	0.743	0.503	0.617	0.524	0.815	0.712	0.663	0.695	0.755	0.743	0.823	0.675	0.743	0.815	0.795	0.615
0.750	0.545	0.757	0.697	0.587	0.806	0.702	0.744	0.742	0.829	0.898	0.702	0.634	0.749	0.880	0.786	0.695	0.649	0.566	0.691	0.860	0.634	0.702	0.752	0.634	0.695	0.629	0.525







