0.565	0.411	0.570	0.447	0.442	0.463	0.529	0.447	0.407	0.437	0.540	0.529	0.477	0.447	0.372	0.436	0.524	0.436	0.427	0.447	0.493	0.477	0.529	0.431	0.477	0.524	0.421	0.395
1.030	0.749	1.038	0.814	0.805	0.843	0.964	0.814	0.455	0.523	0.983	0.964	0.871	0.548	0.406	0.568	0.955	0.698	0.776	0.814	0.898	0.871	0.964	0.786	0.871	0.955	0.768	0.721
1.049	0.763	1.059	0.830	0.820	0.858	0.982	0.830	0.675	0.752	1.001	0.982	0.887	0.603	0.476	0.600	0.973	0.713	0.792	0.830	0.916	0.887	0.982	0.801	0.887	0.973	0.782	0.734
1.105	0.804	1.115	0.875	0.864	0.905	1.035	0.875	0.894	0.955	1.055	1.035	0.935	0.875	0.863	0.969	1.025	0.757	0.834	0.875	0.964	0.935	1.035	0.844	0.935	1.025	0.824	0.773
1.138	0.828	1.148	0.900	0.889	0.931	1.066	0.900	0.920	0.983	1.086	1.066	0.962	0.900	1.131	1.180	1.055	0.685	0.858	0.900	0.993	0.962	1.066	0.869	0.962	1.055	0.848	0.797
1.167	0.848	1.177	0.922	0.912	0.955	1.092	0.922	0.944	1.007	1.113	1.092	0.987	0.922	1.189	1.209	1.082	0.852	0.880	0.922	1.018	0.987	1.092	0.891	0.987	1.082	0.870	0.816
1.180	0.859	1.191	0.934	0.923	0.966	1.105	0.934	0.955	1.020	1.127	1.105	0.998	0.934	1.223	1.223	1.095	0.913	0.891	0.934	1.030	0.998	1.105	0.902	0.998	1.095	0.880	0.826
1.206	0.877	1.217	0.954	0.943	0.987	1.129	0.954	0.975	1.041	1.150	1.129	1.019	0.954	1.250	1.250	1.118	0.931	0.910	0.954	1.052	1.019	1.129	0.920	1.019	1.118	0.899	0.843
1.225	0.891	1.236	0.969	0.958	1.002	1.147	0.969	0.992	1.058	1.170	1.147	1.036	0.969	1.504	1.270	1.137	1.385	0.924	0.969	1.069	1.036	1.147	0.936	1.036	1.137	0.914	0.858
1.046	0.761	1.056	0.828	0.818	0.856	0.980	0.828	0.846	0.904	0.998	0.980	0.884	0.828	0.996	1.084	0.970	0.808	0.789	0.828	0.913	0.884	0.980	0.799	0.884	0.970	0.780	0.732






