0.495	0.360	0.499	0.391	0.387	0.405	0.463	0.391	0.363	0.362	0.581	0.463	0.418	0.391	0.184	0.449	0.459	0.467	0.374	0.391	0.432	0.418	0.463	0.378	0.418	0.459	0.368	0.346
0.902	0.656	0.909	0.713	0.704	0.738	0.844	0.484	0.405	0.385	0.611	0.844	0.762	0.441	0.242	0.470	0.836	0.526	0.680	0.713	0.786	0.762	0.844	0.688	0.762	0.836	0.672	0.631
0.944	0.668	0.927	0.727	0.718	0.751	0.860	0.620	0.443	0.424	0.698	0.860	0.777	0.476	0.250	0.487	0.852	0.548	0.693	0.727	0.802	0.777	0.860	0.701	0.777	0.852	0.719	0.643
0.968	0.704	0.977	0.766	0.757	0.792	0.907	0.644	0.476	0.444	0.756	0.907	0.819	0.510	0.356	0.518	0.897	0.598	0.730	0.766	0.844	0.819	0.907	0.739	0.819	0.897	0.739	0.677
0.996	0.725	1.006	0.788	0.779	0.815	0.933	0.710	0.522	0.476	0.799	0.933	0.843	0.531	0.420	0.623	0.924	0.617	0.751	0.788	0.869	0.843	0.933	0.761	0.843	0.924	0.743	0.698
1.022	0.743	1.030	0.808	0.798	0.836	0.956	0.754	0.565	0.506	0.809	0.956	0.864	0.574	0.451	0.652	0.948	0.687	0.771	0.808	0.891	0.864	0.956	0.780	0.864	0.948	0.762	0.715
1.034	0.752	1.043	0.818	0.809	0.846	0.968	0.762	0.583	0.532	0.814	0.968	0.874	0.612	0.526	0.668	0.959	0.799	0.780	0.818	0.902	0.874	0.968	0.790	0.874	0.959	0.771	0.723
1.056	0.768	1.065	0.835	0.826	0.864	0.989	0.835	0.601	0.577	0.843	0.989	0.892	0.612	0.565	0.672	0.979	0.815	0.797	0.835	0.921	0.892	0.989	0.806	0.892	0.979	0.958	0.739
1.073	0.780	1.082	0.849	0.839	0.878	1.005	0.975	0.868	0.926	1.024	1.005	0.907	0.849	1.104	1.402	0.995	1.324	0.809	0.849	0.992	0.907	1.005	0.967	0.907	0.995	0.971	0.751
0.916	0.666	0.925	0.725	0.716	0.750	0.858	0.725	0.741	0.791	0.874	0.858	0.774	0.725	0.958	0.864	0.849	0.793	0.691	0.725	0.799	0.774	0.858	0.699	0.774	0.849	0.768	0.641






