0.911	0.742	0.852	0.624	0.698	0.712	0.823	0.800	0.325	0.225	0.676	0.881	0.646	0.342	0.223	0.362	0.808	0.793	0.661	0.639	0.896	0.815	0.676	0.808	0.815	0.881	0.793	0.646
0.960	0.782	0.898	0.658	0.735	0.751	0.867	0.844	0.365	0.276	0.712	0.929	0.681	0.388	0.265	0.378	0.851	0.836	0.697	0.673	0.944	0.859	0.712	0.851	0.859	0.929	0.836	0.681
1.080	0.872	1.001	0.734	0.820	0.837	0.967	0.941	0.394	0.342	0.794	1.036	0.759	0.405	0.334	0.472	0.949	0.932	0.777	0.751	1.053	0.958	0.794	0.949	0.958	1.036	0.932	0.759
1.251	0.986	1.133	0.830	0.928	0.947	1.094	1.064	0.405	0.387	0.898	1.172	0.859	0.434	0.380	0.493	1.074	1.055	0.879	0.850	1.191	1.084	0.898	1.074	1.084	1.172	1.055	0.859
1.278	1.041	1.195	0.876	0.979	1.000	1.154	1.123	0.446	0.405	0.948	1.237	0.907	0.476	0.418	0.528	1.133	1.113	0.927	0.897	1.257	1.144	0.954	1.133	1.144	1.237	1.113	0.907
1.334	1.087	1.248	0.915	1.022	1.044	1.205	1.130	0.487	0.437	0.954	1.291	0.947	0.503	0.457	0.578	1.184	1.162	0.969	0.936	1.313	1.195	0.948	1.184	1.195	1.291	1.162	0.947
1.391	1.133	1.301	0.953	1.066	1.088	1.256	1.173	0.526	0.488	0.990	1.346	0.987	0.517	0.487	0.602	1.234	1.211	1.010	0.976	1.369	1.245	0.990	1.234	1.245	1.346	1.211	0.987
1.551	1.459	1.676	1.228	1.372	1.401	1.618	1.223	0.558	0.567	1.032	1.533	1.271	0.643	0.546	0.683	1.589	1.560	1.300	1.257	1.562	1.603	1.032	1.589	1.603	1.733	1.630	1.271
1.385	1.047	1.203	0.881	0.985	1.006	1.161	1.575	1.228	1.300	1.329	1.344	0.912	1.228	0.819	1.257	1.140	1.120	0.933	0.902	1.365	1.151	1.329	1.140	1.151	1.244	1.050	0.912
1.216	0.909	1.044	0.765	0.855	0.873	1.008	0.981	0.765	0.810	0.828	1.180	0.792	0.765	0.711	0.783	0.990	0.972	0.810	0.783	1.198	0.999	0.828	0.990	0.999	1.080	0.972	0.792




