0.731	0.609	0.702	0.528	0.574	0.551	0.609	0.331	0.284	0.291	0.267	0.661	0.470	0.277	0.275	0.281	0.626	0.597	0.539	0.516	0.345	0.615	0.539	0.313	0.679	0.597	0.487	0.464
0.911	0.760	0.875	0.658	0.716	0.687	0.760	0.412	0.316	0.343	0.333	0.825	0.586	0.285	0.336	0.332	0.781	0.745	0.673	0.644	0.430	0.767	0.673	0.391	0.846	0.745	0.608	0.579
1.168	0.973	1.121	0.843	0.918	0.880	0.973	0.528	0.339	0.358	0.426	1.057	0.751	0.314	0.374	0.361	1.001	0.955	0.862	0.825	0.551	0.982	0.862	0.500	1.084	0.955	0.779	0.741
1.081	0.901	1.038	0.781	0.849	0.815	0.901	0.489	0.387	0.374	0.395	0.978	0.695	0.335	0.413	0.374	0.927	0.884	0.798	0.764	0.511	0.910	0.798	0.463	1.004	0.884	0.721	0.686
1.213	1.011	1.165	0.876	0.953	0.915	1.011	0.549	0.414	0.417	0.443	1.098	0.780	0.369	0.449	0.391	1.040	0.992	0.895	0.857	0.573	1.021	0.895	0.520	1.126	0.992	0.809	0.770
1.421	1.184	1.365	1.026	1.117	1.072	1.184	0.643	0.443	0.434	0.519	1.286	0.914	0.399	0.485	0.405	1.218	1.162	1.049	1.004	0.671	1.196	1.049	0.609	1.320	1.162	0.947	0.902
1.499	1.249	1.440	1.083	1.178	1.130	1.249	0.676	0.446	0.487	0.545	1.357	0.964	0.450	0.543	0.438	1.285	1.226	1.107	1.059	0.706	1.261	1.107	0.640	1.392	1.226	1.000	0.952
1.524	1.270	1.464	1.101	1.197	1.149	1.270	0.678	0.531	0.537	0.547	1.379	0.980	0.518	0.547	0.486	1.306	1.246	1.125	1.077	0.708	1.282	1.125	0.643	1.415	1.246	1.016	0.968
1.505	1.254	1.445	1.087	1.182	1.135	1.254	0.681	0.569	0.559	0.556	1.362	0.967	0.551	0.587	0.504	1.290	1.230	1.111	1.063	0.720	1.266	1.111	0.653	1.397	1.230	1.003	0.955
1.494	1.245	1.435	1.079	1.174	1.126	1.245	0.689	1.103	1.150	0.549	1.352	0.960	0.867	0.960	0.958	1.281	1.221	1.103	1.055	0.711	1.257	1.103	0.645	1.387	1.221	0.996	0.949





