0.831	0.609	0.702	0.528	0.574	0.551	0.609	0.331	0.270	0.281	0.345	0.661	0.470	0.258	0.235	0.258	0.626	0.597	0.539	0.516	0.267	0.615	0.539	0.313	0.679	0.597	0.487	0.464
0.911	0.760	0.875	0.658	0.716	0.687	0.760	0.412	0.336	0.351	0.430	0.825	0.586	0.322	0.293	0.322	0.781	0.745	0.673	0.644	0.333	0.767	0.673	0.391	0.846	0.745	0.608	0.579
1.168	0.973	1.121	0.843	0.918	0.880	0.973	0.528	0.431	0.449	0.551	1.057	0.751	0.412	0.375	0.412	1.001	0.955	0.862	0.825	0.426	0.982	0.862	0.500	1.084	0.955	0.779	0.741
1.181	0.901	1.038	0.781	0.849	0.815	0.901	0.489	0.399	0.416	0.511	0.978	0.695	0.382	0.348	0.382	0.927	0.884	0.798	0.764	0.395	0.910	0.798	0.463	1.004	0.884	0.721	0.686
1.313	1.011	1.165	0.876	0.953	0.915	1.011	0.549	0.448	0.467	0.573	1.098	0.780	0.428	0.390	0.428	1.040	0.992	0.895	0.857	0.443	1.021	0.895	0.520	1.126	0.992	0.809	0.770
1.421	1.184	1.365	1.026	1.117	1.072	1.184	0.643	0.524	0.547	0.671	1.286	0.914	0.502	0.457	0.502	1.218	1.162	1.049	1.004	0.519	1.196	1.049	0.609	1.320	1.162	0.947	0.902
1.449	1.249	1.440	1.083	1.178	1.130	1.249	0.678	0.553	0.577	0.708	1.357	0.964	0.530	0.482	0.530	1.285	1.226	1.107	1.059	0.547	1.261	1.107	0.643	1.392	1.226	1.000	0.952
1.474	1.270	1.464	1.101	1.197	1.149	1.270	0.689	0.562	0.587	0.720	1.379	0.980	0.538	0.490	0.538	1.306	1.246	1.125	1.077	0.556	1.282	1.125	0.653	1.415	1.246	1.016	0.968
1.405	1.254	1.445	1.087	1.182	1.135	1.254	0.681	0.555	0.579	0.711	1.362	0.967	0.531	0.484	0.531	1.290	1.230	1.111	1.063	0.549	1.266	1.111	0.645	1.397	1.230	1.003	0.955
1.394	1.245	1.435	1.079	1.174	1.126	1.245	0.676	0.551	0.575	0.706	1.352	0.960	0.528	0.480	0.528	1.281	1.221	1.103	1.055	0.545	1.257	1.103	0.640	1.387	1.221	0.996	0.949






