0.822	0.768	0.913	0.669	0.700	0.624	0.814	0.768	0.443	0.267	0.685	0.685	0.890	0.316	0.354	0.362	0.662	0.555	0.669	0.852	0.837	0.662	0.662	0.669	0.685	0.669	0.913	0.882
0.974	0.911	1.082	0.793	0.829	0.739	0.965	0.911	0.856	0.784	0.811	0.811	1.055	0.784	0.962	0.872	0.784	0.658	0.793	1.010	0.992	0.784	0.784	0.793	0.811	0.793	1.082	1.046
1.043	0.975	1.159	0.850	0.888	0.792	1.033	0.975	1.091	0.840	0.869	0.869	1.130	0.840	1.091	1.168	0.840	0.705	0.850	1.081	1.062	0.840	0.840	0.850	0.869	0.850	1.159	1.120
1.061	0.993	1.179	0.865	0.904	0.806	1.052	0.993	1.111	0.855	0.885	0.885	1.150	0.855	1.111	1.189	0.855	0.717	0.865	1.101	1.081	0.855	0.855	0.865	0.885	0.865	1.179	1.140
1.147	1.073	1.274	0.935	0.977	0.871	1.136	1.073	1.200	0.924	0.956	0.956	1.242	0.924	1.200	1.285	0.924	0.775	0.935	1.189	1.168	0.924	0.924	0.935	0.956	0.935	1.274	1.232
1.150	1.076	1.278	0.937	0.980	0.873	1.140	1.076	1.204	0.927	0.959	0.959	1.246	0.927	1.204	1.289	0.927	0.778	0.937	1.193	1.172	0.927	0.927	0.937	0.959	0.937	1.278	1.236
1.171	1.095	1.301	0.954	0.998	0.889	1.160	1.095	1.226	0.944	0.976	0.976	1.269	0.944	1.226	1.312	0.944	0.792	0.954	1.215	1.193	0.944	0.944	0.954	0.976	0.954	1.301	1.258
1.229	1.150	1.366	1.002	1.047	0.933	1.218	1.150	1.286	0.990	1.025	1.025	1.332	0.990	1.286	1.387	0.990	0.831	1.002	1.275	1.252	0.990	0.990	1.002	1.025	1.002	1.366	1.320
1.117	1.045	1.241	0.910	0.952	0.848	1.107	1.045	1.169	0.900	0.931	0.931	1.210	0.900	1.169	1.252	0.900	0.755	0.910	1.159	1.138	0.900	0.900	0.910	0.931	0.910	1.241	1.200
1.108	1.036	1.231	0.902	0.944	0.841	1.097	1.036	1.159	0.892	0.923	0.923	1.200	0.892	1.159	1.241	0.892	0.749	0.902	1.149	1.128	0.892	0.892	0.902	0.923	0.902	1.231	1.190


