0.668	0.552	0.646	0.482	0.520	0.591	0.552	0.608	0.205	0.227	0.498	0.640	0.466	0.265	0.251	0.301	0.487	0.509	0.492	0.591	0.570	0.487	0.487	0.482	0.514	0.492	0.646	0.591
0.972	0.805	0.941	0.701	0.757	0.861	0.805	0.884	0.263	0.301	0.725	0.932	0.677	0.321	0.275	0.368	0.709	0.741	0.717	0.861	0.829	0.709	0.709	0.701	0.749	0.717	0.941	0.861
1.113	0.922	1.077	0.803	0.867	0.985	0.922	0.921	0.320	0.307	0.831	1.068	0.776	0.435	0.310	0.442	0.813	0.849	0.821	0.985	0.949	0.813	0.813	0.803	0.858	0.821	1.077	0.985
1.145	0.947	1.108	0.826	0.891	1.013	0.947	0.951	0.835	0.882	0.854	1.098	0.798	0.750	0.704	0.854	0.835	0.873	0.844	1.013	0.976	0.835	0.835	0.826	0.882	0.844	1.108	1.013
1.253	1.037	1.212	0.903	0.975	1.109	1.037	1.139	0.914	0.964	0.934	1.201	0.872	1.139	1.191	1.147	0.914	0.955	0.923	1.109	1.068	0.914	0.914	0.903	0.964	0.923	1.212	1.109
1.294	1.070	1.251	0.933	1.007	1.145	1.070	1.176	0.944	0.997	0.964	1.240	0.902	1.176	1.230	1.283	0.944	0.985	0.954	1.145	1.103	0.944	0.944	0.933	0.997	0.954	1.251	1.145
1.349	1.109	1.296	0.966	1.043	1.186	1.109	1.218	0.977	1.032	0.999	1.285	0.933	1.218	1.274	1.319	0.977	1.021	0.988	1.186	1.142	0.977	0.977	0.966	1.032	0.988	1.296	1.186
1.358	1.125	1.314	0.980	1.058	1.203	1.125	1.236	0.991	1.047	1.013	1.303	0.946	1.236	1.292	1.504	0.991	1.036	1.003	1.203	1.158	0.991	0.991	0.980	1.047	1.003	1.314	1.203
1.335	1.105	1.291	0.963	1.039	1.182	1.105	1.214	0.974	1.028	0.996	1.280	0.930	1.214	1.269	1.315	0.974	1.018	0.985	1.182	1.138	0.974	0.974	0.963	1.028	0.985	1.291	1.182
1.218	1.008	1.178	0.879	0.948	1.078	1.008	1.108	0.888	0.939	0.908	1.168	0.848	1.108	1.158	1.208	0.888	0.928	0.899	1.078	1.038	0.888	0.888	0.879	0.939	0.899	1.178	1.078





